run_id,date,line,product,shift,operator,target_units,actual_units,reject_units,oee_pct,downtime_minutes,downtime_cause,description
RUN-899502,2024-07-05,Line-A,Widget-Beta,Night,Op-101,1446,1206,39,80.7,52,material shortage,"Night shift run on Line-A. Widget-Beta batch RUN-899502. Achieved 80.7% OEE against 1446 unit target. 1206 units produced, 39 scrapped. Key downtime event: material shortage (52 min). Shift supervisor signed off."
RUN-505537,2024-12-14,Line-A,Widget-Alpha,Night,Op-101,1904,1543,135,73.9,104,unplanned jam,Production run RUN-505537 on Line-A during Night shift. Product: Widget-Alpha. Target output: 1904 units. Actual output: 1543 units (OEE: 73.9%). Downtime: 104 minutes due to unplanned jam. Quality rejects: 135 units. Operator: Op-101. Run completed without safety incidents.
RUN-300814,2024-09-20,Line-A,Widget-Alpha,Afternoon,Op-103,595,409,40,62.1,35,quality hold,Production run RUN-300814 on Line-A during Afternoon shift. Product: Widget-Alpha. Target output: 595 units. Actual output: 409 units (OEE: 62.1%). Downtime: 35 minutes due to quality hold. Quality rejects: 40 units. Operator: Op-103. Run completed without safety incidents.
RUN-305611,2024-02-10,Line-C,Widget-Beta,Day,Op-104,943,621,18,63.9,77,minor stoppages,"Run RUN-305611: Line-C, Widget-Beta, Day shift. Performance summary — Availability: 75.9%, Performance: 86.8%, Quality: 97.0%, OEE: 63.9%. Downtime cause: minor stoppages. Operator Op-104 reported no abnormal conditions."
RUN-168535,2023-05-12,Line-A,Valve-X200,Night,Op-105,1211,763,20,61.3,86,quality hold,"Run RUN-168535: Line-A, Valve-X200, Night shift. Performance summary — Availability: 79.1%, Performance: 79.7%, Quality: 97.3%, OEE: 61.3%. Downtime cause: quality hold. Operator Op-105 reported slight vibration on feeder belt."
RUN-826648,2024-06-29,Line-A,Widget-Beta,Afternoon,Op-105,1952,1376,31,68.9,24,tooling change,"Run RUN-826648: Line-A, Widget-Beta, Afternoon shift. Performance summary — Availability: 80.5%, Performance: 87.6%, Quality: 97.7%, OEE: 68.9%. Downtime cause: tooling change. Operator Op-105 reported no abnormal conditions."
RUN-985356,2023-10-08,Line-C,Gear-M5,Afternoon,Op-101,1074,947,89,79.8,120,planned break,"Afternoon shift run on Line-C. Gear-M5 batch RUN-985356. Achieved 79.8% OEE against 1074 unit target. 947 units produced, 89 scrapped. Key downtime event: planned break (120 min). Shift supervisor signed off."
RUN-658272,2023-11-20,Line-A,Gear-M5,Afternoon,Op-104,940,624,18,64.5,6,planned break,"Afternoon shift run on Line-A. Gear-M5 batch RUN-658272. Achieved 64.5% OEE against 940 unit target. 624 units produced, 18 scrapped. Key downtime event: planned break (6 min). Shift supervisor signed off."
RUN-178056,2023-07-21,Line-A,Pump-G10,Day,Op-103,367,332,0,90.5,28,quality hold,Production run RUN-178056 on Line-A during Day shift. Product: Pump-G10. Target output: 367 units. Actual output: 332 units (OEE: 90.5%). Downtime: 28 minutes due to quality hold. Quality rejects: 0 units. Operator: Op-103. Run completed without safety incidents.
RUN-981336,2023-09-11,Line-B,Valve-X200,Afternoon,Op-101,1482,1009,57,64.2,3,material shortage,"Afternoon shift run on Line-B. Valve-X200 batch RUN-981336. Achieved 64.2% OEE against 1482 unit target. 1009 units produced, 57 scrapped. Key downtime event: material shortage (3 min). Shift supervisor signed off."
RUN-901215,2024-10-02,Line-A,Pump-G10,Day,Op-103,1904,1205,25,62.0,120,changeover,Production run RUN-901215 on Line-A during Day shift. Product: Pump-G10. Target output: 1904 units. Actual output: 1205 units (OEE: 62.0%). Downtime: 120 minutes due to changeover. Quality rejects: 25 units. Operator: Op-103. Run completed without safety incidents.
RUN-165014,2023-02-26,Line-D,Gear-M5,Day,Op-101,324,264,3,80.6,88,changeover,"Day shift run on Line-D. Gear-M5 batch RUN-165014. Achieved 80.6% OEE against 324 unit target. 264 units produced, 3 scrapped. Key downtime event: changeover (88 min). Shift supervisor signed off."
RUN-200485,2024-02-25,Line-C,Gear-M5,Night,Op-104,334,197,18,53.4,108,unplanned jam,"Run RUN-200485: Line-C, Gear-M5, Night shift. Performance summary — Availability: 77.4%, Performance: 76.3%, Quality: 90.5%, OEE: 53.4%. Downtime cause: unplanned jam. Operator Op-104 reported temp spike in oven unit at 22:00."
RUN-456113,2024-11-22,Line-B,Gear-M5,Night,Op-105,221,163,9,69.7,79,material shortage,"Run RUN-456113: Line-B, Gear-M5, Night shift. Performance summary — Availability: 85.9%, Performance: 86.1%, Quality: 94.2%, OEE: 69.7%. Downtime cause: material shortage. Operator Op-105 reported no abnormal conditions."
RUN-701056,2024-10-14,Line-A,Pump-G10,Night,Op-103,1403,865,35,59.2,8,material shortage,Production run RUN-701056 on Line-A during Night shift. Product: Pump-G10. Target output: 1403 units. Actual output: 865 units (OEE: 59.2%). Downtime: 8 minutes due to material shortage. Quality rejects: 35 units. Operator: Op-103. Run completed without safety incidents.
RUN-426806,2024-03-22,Line-C,Valve-X200,Afternoon,Op-104,1684,1203,103,65.3,5,changeover,"Run RUN-426806: Line-C, Valve-X200, Afternoon shift. Performance summary — Availability: 89.9%, Performance: 79.5%, Quality: 91.4%, OEE: 65.3%. Downtime cause: changeover. Operator Op-104 reported slight vibration on feeder belt."
RUN-642827,2024-11-04,Line-C,Valve-X200,Night,Op-105,1788,1211,48,65.0,37,planned break,"Run RUN-642827: Line-C, Valve-X200, Night shift. Performance summary — Availability: 78.5%, Performance: 86.3%, Quality: 96.0%, OEE: 65.0%. Downtime cause: planned break. Operator Op-105 reported no abnormal conditions."
RUN-923408,2023-12-16,Line-B,Widget-Alpha,Day,Op-105,1877,1704,98,85.6,25,minor stoppages,Production run RUN-923408 on Line-B during Day shift. Product: Widget-Alpha. Target output: 1877 units. Actual output: 1704 units (OEE: 85.6%). Downtime: 25 minutes due to minor stoppages. Quality rejects: 98 units. Operator: Op-105. Run completed without safety incidents.
RUN-539033,2023-06-16,Line-B,Pump-G10,Night,Op-104,1428,1247,54,83.5,42,material shortage,"Night shift run on Line-B. Pump-G10 batch RUN-539033. Achieved 83.5% OEE against 1428 unit target. 1247 units produced, 54 scrapped. Key downtime event: material shortage (42 min). Shift supervisor signed off."
RUN-350629,2023-12-06,Line-A,Pump-G10,Day,Op-104,649,569,17,85.0,59,material shortage,"Day shift run on Line-A. Pump-G10 batch RUN-350629. Achieved 85.0% OEE against 649 unit target. 569 units produced, 17 scrapped. Key downtime event: material shortage (59 min). Shift supervisor signed off."
RUN-249319,2024-03-26,Line-D,Widget-Beta,Afternoon,Op-102,1891,1563,145,75.0,3,material shortage,"Afternoon shift run on Line-D. Widget-Beta batch RUN-249319. Achieved 75.0% OEE against 1891 unit target. 1563 units produced, 145 scrapped. Key downtime event: material shortage (3 min). Shift supervisor signed off."
RUN-456324,2023-09-09,Line-B,Gear-M5,Afternoon,Op-101,260,169,13,60.2,33,quality hold,"Run RUN-456324: Line-B, Gear-M5, Afternoon shift. Performance summary — Availability: 79.8%, Performance: 81.8%, Quality: 92.2%, OEE: 60.2%. Downtime cause: quality hold. Operator Op-101 reported slight vibration on feeder belt."
RUN-454820,2023-11-09,Line-B,Widget-Beta,Day,Op-102,1926,1211,21,61.8,17,unplanned jam,Production run RUN-454820 on Line-B during Day shift. Product: Widget-Beta. Target output: 1926 units. Actual output: 1211 units (OEE: 61.8%). Downtime: 17 minutes due to unplanned jam. Quality rejects: 21 units. Operator: Op-102. Run completed without safety incidents.
RUN-224249,2023-05-14,Line-D,Widget-Beta,Afternoon,Op-103,1553,1076,22,67.8,79,unplanned jam,Production run RUN-224249 on Line-D during Afternoon shift. Product: Widget-Beta. Target output: 1553 units. Actual output: 1076 units (OEE: 67.8%). Downtime: 79 minutes due to unplanned jam. Quality rejects: 22 units. Operator: Op-103. Run completed without safety incidents.
RUN-995940,2023-10-29,Line-B,Widget-Beta,Night,Op-104,1622,1218,3,74.9,31,changeover,"Run RUN-995940: Line-B, Widget-Beta, Night shift. Performance summary — Availability: 84.0%, Performance: 89.4%, Quality: 99.7%, OEE: 74.9%. Downtime cause: changeover. Operator Op-104 reported slight vibration on feeder belt."
RUN-862627,2024-04-26,Line-B,Valve-X200,Day,Op-101,1489,1343,21,88.8,74,unplanned jam,Production run RUN-862627 on Line-B during Day shift. Product: Valve-X200. Target output: 1489 units. Actual output: 1343 units (OEE: 88.8%). Downtime: 74 minutes due to unplanned jam. Quality rejects: 21 units. Operator: Op-101. Run completed without safety incidents.
RUN-437456,2024-01-18,Line-A,Widget-Beta,Night,Op-104,1738,1554,97,83.8,66,unplanned jam,"Run RUN-437456: Line-A, Widget-Beta, Night shift. Performance summary — Availability: 96.2%, Performance: 93.0%, Quality: 93.7%, OEE: 83.8%. Downtime cause: unplanned jam. Operator Op-104 reported slight vibration on feeder belt."
RUN-312861,2023-08-29,Line-D,Pump-G10,Afternoon,Op-103,1390,1141,47,78.7,4,minor stoppages,"Afternoon shift run on Line-D. Pump-G10 batch RUN-312861. Achieved 78.7% OEE against 1390 unit target. 1141 units produced, 47 scrapped. Key downtime event: minor stoppages (4 min). Shift supervisor signed off."
RUN-888133,2023-10-30,Line-D,Widget-Beta,Afternoon,Op-104,972,840,52,81.0,70,changeover,Production run RUN-888133 on Line-D during Afternoon shift. Product: Widget-Beta. Target output: 972 units. Actual output: 840 units (OEE: 81.0%). Downtime: 70 minutes due to changeover. Quality rejects: 52 units. Operator: Op-104. Run completed without safety incidents.
RUN-528818,2024-05-24,Line-D,Gear-M5,Afternoon,Op-102,1395,925,61,61.9,57,unplanned jam,"Afternoon shift run on Line-D. Gear-M5 batch RUN-528818. Achieved 61.9% OEE against 1395 unit target. 925 units produced, 61 scrapped. Key downtime event: unplanned jam (57 min). Shift supervisor signed off."
RUN-983533,2024-06-09,Line-C,Valve-X200,Afternoon,Op-101,567,395,36,63.3,115,changeover,"Run RUN-983533: Line-C, Valve-X200, Afternoon shift. Performance summary — Availability: 85.6%, Performance: 81.4%, Quality: 90.8%, OEE: 63.3%. Downtime cause: changeover. Operator Op-101 reported one label printer jam at 14:30."
RUN-362168,2024-11-30,Line-A,Valve-X200,Day,Op-101,442,257,20,53.6,25,quality hold,"Day shift run on Line-A. Valve-X200 batch RUN-362168. Achieved 53.6% OEE against 442 unit target. 257 units produced, 20 scrapped. Key downtime event: quality hold (25 min). Shift supervisor signed off."
RUN-907483,2023-10-16,Line-C,Widget-Beta,Night,Op-105,482,444,11,89.7,116,planned break,"Night shift run on Line-C. Widget-Beta batch RUN-907483. Achieved 89.7% OEE against 482 unit target. 444 units produced, 11 scrapped. Key downtime event: planned break (116 min). Shift supervisor signed off."
RUN-338633,2023-08-03,Line-C,Pump-G10,Afternoon,Op-105,1751,1370,67,74.4,97,minor stoppages,Production run RUN-338633 on Line-C during Afternoon shift. Product: Pump-G10. Target output: 1751 units. Actual output: 1370 units (OEE: 74.4%). Downtime: 97 minutes due to minor stoppages. Quality rejects: 67 units. Operator: Op-105. Run completed without safety incidents.
RUN-428282,2024-03-15,Line-D,Widget-Beta,Night,Op-105,1809,1376,26,74.7,43,tooling change,Production run RUN-428282 on Line-D during Night shift. Product: Widget-Beta. Target output: 1809 units. Actual output: 1376 units (OEE: 74.7%). Downtime: 43 minutes due to tooling change. Quality rejects: 26 units. Operator: Op-105. Run completed without safety incidents.
RUN-624078,2023-12-30,Line-D,Widget-Beta,Afternoon,Op-104,1946,1445,62,71.1,16,planned break,"Run RUN-624078: Line-D, Widget-Beta, Afternoon shift. Performance summary — Availability: 88.4%, Performance: 84.0%, Quality: 95.7%, OEE: 71.1%. Downtime cause: planned break. Operator Op-104 reported no abnormal conditions."
RUN-695148,2023-05-23,Line-C,Widget-Beta,Afternoon,Op-104,1604,1393,44,84.1,38,planned break,Production run RUN-695148 on Line-C during Afternoon shift. Product: Widget-Beta. Target output: 1604 units. Actual output: 1393 units (OEE: 84.1%). Downtime: 38 minutes due to planned break. Quality rejects: 44 units. Operator: Op-104. Run completed without safety incidents.
RUN-297487,2023-04-22,Line-B,Valve-X200,Night,Op-105,1444,1082,67,70.3,50,changeover,"Night shift run on Line-B. Valve-X200 batch RUN-297487. Achieved 70.3% OEE against 1444 unit target. 1082 units produced, 67 scrapped. Key downtime event: changeover (50 min). Shift supervisor signed off."
RUN-128142,2023-07-23,Line-C,Gear-M5,Afternoon,Op-103,390,281,23,66.2,105,quality hold,Production run RUN-128142 on Line-C during Afternoon shift. Product: Gear-M5. Target output: 390 units. Actual output: 281 units (OEE: 66.2%). Downtime: 105 minutes due to quality hold. Quality rejects: 23 units. Operator: Op-103. Run completed without safety incidents.
RUN-280172,2024-02-25,Line-A,Pump-G10,Afternoon,Op-102,677,486,26,67.9,47,material shortage,"Afternoon shift run on Line-A. Pump-G10 batch RUN-280172. Achieved 67.9% OEE against 677 unit target. 486 units produced, 26 scrapped. Key downtime event: material shortage (47 min). Shift supervisor signed off."
RUN-236243,2023-11-14,Line-D,Widget-Beta,Day,Op-102,1298,1023,62,74.1,115,tooling change,Production run RUN-236243 on Line-D during Day shift. Product: Widget-Beta. Target output: 1298 units. Actual output: 1023 units (OEE: 74.1%). Downtime: 115 minutes due to tooling change. Quality rejects: 62 units. Operator: Op-102. Run completed without safety incidents.
RUN-311500,2023-05-27,Line-D,Pump-G10,Day,Op-105,1377,1196,59,82.5,87,unplanned jam,Production run RUN-311500 on Line-D during Day shift. Product: Pump-G10. Target output: 1377 units. Actual output: 1196 units (OEE: 82.5%). Downtime: 87 minutes due to unplanned jam. Quality rejects: 59 units. Operator: Op-105. Run completed without safety incidents.
RUN-704118,2023-04-04,Line-D,Widget-Alpha,Afternoon,Op-105,1853,1242,54,64.1,62,unplanned jam,Production run RUN-704118 on Line-D during Afternoon shift. Product: Widget-Alpha. Target output: 1853 units. Actual output: 1242 units (OEE: 64.1%). Downtime: 62 minutes due to unplanned jam. Quality rejects: 54 units. Operator: Op-105. Run completed without safety incidents.
RUN-580067,2024-11-05,Line-C,Pump-G10,Afternoon,Op-103,1000,846,70,77.6,31,minor stoppages,"Afternoon shift run on Line-C. Pump-G10 batch RUN-580067. Achieved 77.6% OEE against 1000 unit target. 846 units produced, 70 scrapped. Key downtime event: minor stoppages (31 min). Shift supervisor signed off."
RUN-799040,2024-12-15,Line-B,Gear-M5,Day,Op-104,1630,1286,18,77.8,35,quality hold,Production run RUN-799040 on Line-B during Day shift. Product: Gear-M5. Target output: 1630 units. Actual output: 1286 units (OEE: 77.8%). Downtime: 35 minutes due to quality hold. Quality rejects: 18 units. Operator: Op-104. Run completed without safety incidents.
RUN-530016,2023-06-18,Line-B,Pump-G10,Afternoon,Op-105,448,340,30,69.1,98,tooling change,"Afternoon shift run on Line-B. Pump-G10 batch RUN-530016. Achieved 69.1% OEE against 448 unit target. 340 units produced, 30 scrapped. Key downtime event: tooling change (98 min). Shift supervisor signed off."
RUN-882193,2023-07-19,Line-C,Widget-Beta,Night,Op-101,1146,782,25,66.0,59,unplanned jam,"Night shift run on Line-C. Widget-Beta batch RUN-882193. Achieved 66.0% OEE against 1146 unit target. 782 units produced, 25 scrapped. Key downtime event: unplanned jam (59 min). Shift supervisor signed off."
RUN-171551,2024-07-15,Line-D,Widget-Alpha,Day,Op-103,434,312,10,69.6,59,unplanned jam,Production run RUN-171551 on Line-D during Day shift. Product: Widget-Alpha. Target output: 434 units. Actual output: 312 units (OEE: 69.6%). Downtime: 59 minutes due to unplanned jam. Quality rejects: 10 units. Operator: Op-103. Run completed without safety incidents.
RUN-408433,2024-07-01,Line-B,Pump-G10,Day,Op-104,1880,1211,20,63.4,77,changeover,Production run RUN-408433 on Line-B during Day shift. Product: Pump-G10. Target output: 1880 units. Actual output: 1211 units (OEE: 63.4%). Downtime: 77 minutes due to changeover. Quality rejects: 20 units. Operator: Op-104. Run completed without safety incidents.
RUN-563531,2023-02-18,Line-D,Widget-Beta,Day,Op-101,1587,1108,90,64.1,91,changeover,"Run RUN-563531: Line-D, Widget-Beta, Day shift. Performance summary — Availability: 81.6%, Performance: 85.6%, Quality: 91.8%, OEE: 64.1%. Downtime cause: changeover. Operator Op-101 reported slight vibration on feeder belt."
RUN-492843,2023-07-24,Line-A,Pump-G10,Night,Op-103,1109,635,15,55.9,98,minor stoppages,Production run RUN-492843 on Line-A during Night shift. Product: Pump-G10. Target output: 1109 units. Actual output: 635 units (OEE: 55.9%). Downtime: 98 minutes due to minor stoppages. Quality rejects: 15 units. Operator: Op-103. Run completed without safety incidents.
RUN-859181,2023-02-15,Line-A,Widget-Alpha,Afternoon,Op-101,229,151,5,63.9,28,changeover,Production run RUN-859181 on Line-A during Afternoon shift. Product: Widget-Alpha. Target output: 229 units. Actual output: 151 units (OEE: 63.9%). Downtime: 28 minutes due to changeover. Quality rejects: 5 units. Operator: Op-101. Run completed without safety incidents.
RUN-226672,2023-08-07,Line-D,Gear-M5,Day,Op-103,860,605,47,64.8,69,unplanned jam,Production run RUN-226672 on Line-D during Day shift. Product: Gear-M5. Target output: 860 units. Actual output: 605 units (OEE: 64.8%). Downtime: 69 minutes due to unplanned jam. Quality rejects: 47 units. Operator: Op-103. Run completed without safety incidents.
RUN-789922,2024-10-27,Line-A,Valve-X200,Afternoon,Op-102,230,160,9,65.7,58,minor stoppages,"Afternoon shift run on Line-A. Valve-X200 batch RUN-789922. Achieved 65.7% OEE against 230 unit target. 160 units produced, 9 scrapped. Key downtime event: minor stoppages (58 min). Shift supervisor signed off."
RUN-364178,2024-09-06,Line-C,Widget-Alpha,Day,Op-102,1041,764,2,73.3,13,quality hold,Production run RUN-364178 on Line-C during Day shift. Product: Widget-Alpha. Target output: 1041 units. Actual output: 764 units (OEE: 73.3%). Downtime: 13 minutes due to quality hold. Quality rejects: 2 units. Operator: Op-102. Run completed without safety incidents.
RUN-170793,2023-01-19,Line-C,Pump-G10,Night,Op-102,880,650,20,71.5,108,quality hold,"Night shift run on Line-C. Pump-G10 batch RUN-170793. Achieved 71.5% OEE against 880 unit target. 650 units produced, 20 scrapped. Key downtime event: quality hold (108 min). Shift supervisor signed off."
RUN-423851,2024-03-14,Line-D,Pump-G10,Night,Op-102,1231,1082,83,81.2,78,tooling change,Production run RUN-423851 on Line-D during Night shift. Product: Pump-G10. Target output: 1231 units. Actual output: 1082 units (OEE: 81.2%). Downtime: 78 minutes due to tooling change. Quality rejects: 83 units. Operator: Op-102. Run completed without safety incidents.
RUN-349628,2024-09-04,Line-B,Gear-M5,Day,Op-101,481,331,28,63.1,26,quality hold,"Run RUN-349628: Line-B, Gear-M5, Day shift. Performance summary — Availability: 84.0%, Performance: 82.1%, Quality: 91.5%, OEE: 63.1%. Downtime cause: quality hold. Operator Op-101 reported no abnormal conditions."
RUN-887009,2023-08-23,Line-D,Valve-X200,Day,Op-103,850,716,34,80.3,53,quality hold,Production run RUN-887009 on Line-D during Day shift. Product: Valve-X200. Target output: 850 units. Actual output: 716 units (OEE: 80.3%). Downtime: 53 minutes due to quality hold. Quality rejects: 34 units. Operator: Op-103. Run completed without safety incidents.
RUN-737600,2024-06-17,Line-C,Valve-X200,Day,Op-102,1304,965,1,73.9,102,quality hold,"Day shift run on Line-C. Valve-X200 batch RUN-737600. Achieved 73.9% OEE against 1304 unit target. 965 units produced, 1 scrapped. Key downtime event: quality hold (102 min). Shift supervisor signed off."
RUN-231660,2023-06-27,Line-C,Widget-Beta,Afternoon,Op-101,332,244,19,67.6,81,minor stoppages,Production run RUN-231660 on Line-C during Afternoon shift. Product: Widget-Beta. Target output: 332 units. Actual output: 244 units (OEE: 67.6%). Downtime: 81 minutes due to minor stoppages. Quality rejects: 19 units. Operator: Op-101. Run completed without safety incidents.
RUN-735281,2023-11-07,Line-B,Widget-Beta,Night,Op-101,1072,817,23,74.0,31,unplanned jam,Production run RUN-735281 on Line-B during Night shift. Product: Widget-Beta. Target output: 1072 units. Actual output: 817 units (OEE: 74.0%). Downtime: 31 minutes due to unplanned jam. Quality rejects: 23 units. Operator: Op-101. Run completed without safety incidents.
RUN-275915,2024-03-27,Line-C,Gear-M5,Afternoon,Op-102,756,625,3,82.3,46,unplanned jam,"Afternoon shift run on Line-C. Gear-M5 batch RUN-275915. Achieved 82.3% OEE against 756 unit target. 625 units produced, 3 scrapped. Key downtime event: unplanned jam (46 min). Shift supervisor signed off."
RUN-995528,2023-11-04,Line-D,Gear-M5,Night,Op-104,1757,1353,70,73.0,97,unplanned jam,Production run RUN-995528 on Line-D during Night shift. Product: Gear-M5. Target output: 1757 units. Actual output: 1353 units (OEE: 73.0%). Downtime: 97 minutes due to unplanned jam. Quality rejects: 70 units. Operator: Op-104. Run completed without safety incidents.
RUN-175434,2023-05-20,Line-B,Gear-M5,Night,Op-102,726,502,36,64.2,71,material shortage,"Night shift run on Line-B. Gear-M5 batch RUN-175434. Achieved 64.2% OEE against 726 unit target. 502 units produced, 36 scrapped. Key downtime event: material shortage (71 min). Shift supervisor signed off."
RUN-513820,2024-01-18,Line-D,Widget-Beta,Day,Op-102,208,136,3,63.7,62,unplanned jam,"Run RUN-513820: Line-D, Widget-Beta, Day shift. Performance summary — Availability: 75.3%, Performance: 87.0%, Quality: 97.2%, OEE: 63.7%. Downtime cause: unplanned jam. Operator Op-102 reported temp spike in oven unit at 22:00."
RUN-303663,2023-09-19,Line-D,Pump-G10,Afternoon,Op-105,345,222,1,63.8,49,material shortage,"Afternoon shift run on Line-D. Pump-G10 batch RUN-303663. Achieved 63.8% OEE against 345 unit target. 222 units produced, 1 scrapped. Key downtime event: material shortage (49 min). Shift supervisor signed off."
RUN-354125,2023-02-05,Line-C,Gear-M5,Night,Op-104,1500,1258,45,80.9,118,unplanned jam,"Night shift run on Line-C. Gear-M5 batch RUN-354125. Achieved 80.9% OEE against 1500 unit target. 1258 units produced, 45 scrapped. Key downtime event: unplanned jam (118 min). Shift supervisor signed off."
RUN-112936,2023-04-05,Line-C,Widget-Alpha,Night,Op-102,735,642,54,80.0,31,material shortage,Production run RUN-112936 on Line-C during Night shift. Product: Widget-Alpha. Target output: 735 units. Actual output: 642 units (OEE: 80.0%). Downtime: 31 minutes due to material shortage. Quality rejects: 54 units. Operator: Op-102. Run completed without safety incidents.
RUN-825443,2024-05-27,Line-D,Pump-G10,Night,Op-105,364,252,14,65.5,106,unplanned jam,"Night shift run on Line-D. Pump-G10 batch RUN-825443. Achieved 65.5% OEE against 364 unit target. 252 units produced, 14 scrapped. Key downtime event: unplanned jam (106 min). Shift supervisor signed off."
RUN-953779,2023-10-03,Line-D,Gear-M5,Afternoon,Op-104,1741,1546,140,80.7,81,material shortage,Production run RUN-953779 on Line-D during Afternoon shift. Product: Gear-M5. Target output: 1741 units. Actual output: 1546 units (OEE: 80.7%). Downtime: 81 minutes due to material shortage. Quality rejects: 140 units. Operator: Op-104. Run completed without safety incidents.
RUN-650462,2024-11-01,Line-B,Pump-G10,Night,Op-103,213,198,19,84.0,8,tooling change,"Night shift run on Line-B. Pump-G10 batch RUN-650462. Achieved 84.0% OEE against 213 unit target. 198 units produced, 19 scrapped. Key downtime event: tooling change (8 min). Shift supervisor signed off."
RUN-694639,2023-07-10,Line-C,Pump-G10,Day,Op-102,967,601,31,58.9,64,changeover,Production run RUN-694639 on Line-C during Day shift. Product: Pump-G10. Target output: 967 units. Actual output: 601 units (OEE: 58.9%). Downtime: 64 minutes due to changeover. Quality rejects: 31 units. Operator: Op-102. Run completed without safety incidents.
RUN-767349,2023-03-23,Line-B,Widget-Alpha,Night,Op-102,1857,1405,15,74.8,52,unplanned jam,Production run RUN-767349 on Line-B during Night shift. Product: Widget-Alpha. Target output: 1857 units. Actual output: 1405 units (OEE: 74.8%). Downtime: 52 minutes due to unplanned jam. Quality rejects: 15 units. Operator: Op-102. Run completed without safety incidents.
RUN-109968,2023-09-30,Line-C,Widget-Alpha,Afternoon,Op-101,766,443,34,53.5,62,quality hold,Production run RUN-109968 on Line-C during Afternoon shift. Product: Widget-Alpha. Target output: 766 units. Actual output: 443 units (OEE: 53.5%). Downtime: 62 minutes due to quality hold. Quality rejects: 34 units. Operator: Op-101. Run completed without safety incidents.
RUN-596219,2024-09-10,Line-A,Gear-M5,Day,Op-101,632,415,16,63.2,97,planned break,"Day shift run on Line-A. Gear-M5 batch RUN-596219. Achieved 63.2% OEE against 632 unit target. 415 units produced, 16 scrapped. Key downtime event: planned break (97 min). Shift supervisor signed off."
RUN-473323,2023-04-13,Line-D,Valve-X200,Afternoon,Op-103,845,780,26,89.2,48,material shortage,"Afternoon shift run on Line-D. Valve-X200 batch RUN-473323. Achieved 89.2% OEE against 845 unit target. 780 units produced, 26 scrapped. Key downtime event: material shortage (48 min). Shift supervisor signed off."
RUN-833232,2024-01-13,Line-A,Pump-G10,Night,Op-104,1685,1557,151,83.5,15,tooling change,Production run RUN-833232 on Line-A during Night shift. Product: Pump-G10. Target output: 1685 units. Actual output: 1557 units (OEE: 83.5%). Downtime: 15 minutes due to tooling change. Quality rejects: 151 units. Operator: Op-104. Run completed without safety incidents.
RUN-117438,2024-01-04,Line-D,Gear-M5,Night,Op-104,1254,846,1,67.4,120,tooling change,"Run RUN-117438: Line-D, Gear-M5, Night shift. Performance summary — Availability: 84.9%, Performance: 79.5%, Quality: 99.8%, OEE: 67.4%. Downtime cause: tooling change. Operator Op-104 reported one label printer jam at 14:30."
RUN-599250,2024-12-17,Line-A,Valve-X200,Night,Op-104,678,513,20,72.8,10,planned break,"Run RUN-599250: Line-A, Valve-X200, Night shift. Performance summary — Availability: 89.6%, Performance: 84.6%, Quality: 96.1%, OEE: 72.8%. Downtime cause: planned break. Operator Op-104 reported temp spike in oven unit at 22:00."
RUN-234072,2023-03-31,Line-A,Pump-G10,Afternoon,Op-105,599,529,6,87.2,100,tooling change,"Afternoon shift run on Line-A. Pump-G10 batch RUN-234072. Achieved 87.2% OEE against 599 unit target. 529 units produced, 6 scrapped. Key downtime event: tooling change (100 min). Shift supervisor signed off."
RUN-889842,2024-12-17,Line-C,Gear-M5,Afternoon,Op-102,1113,943,43,80.9,31,minor stoppages,"Run RUN-889842: Line-C, Gear-M5, Afternoon shift. Performance summary — Availability: 97.9%, Performance: 86.6%, Quality: 95.4%, OEE: 80.9%. Downtime cause: minor stoppages. Operator Op-102 reported slight vibration on feeder belt."
RUN-798281,2024-11-17,Line-A,Widget-Alpha,Afternoon,Op-101,528,425,26,75.6,35,minor stoppages,"Afternoon shift run on Line-A. Widget-Alpha batch RUN-798281. Achieved 75.6% OEE against 528 unit target. 425 units produced, 26 scrapped. Key downtime event: minor stoppages (35 min). Shift supervisor signed off."
RUN-775268,2024-01-22,Line-A,Widget-Beta,Night,Op-104,385,300,23,72.0,73,tooling change,"Night shift run on Line-A. Widget-Beta batch RUN-775268. Achieved 72.0% OEE against 385 unit target. 300 units produced, 23 scrapped. Key downtime event: tooling change (73 min). Shift supervisor signed off."
RUN-880788,2024-08-09,Line-D,Gear-M5,Afternoon,Op-102,657,437,38,60.7,43,quality hold,Production run RUN-880788 on Line-D during Afternoon shift. Product: Gear-M5. Target output: 657 units. Actual output: 437 units (OEE: 60.7%). Downtime: 43 minutes due to quality hold. Quality rejects: 38 units. Operator: Op-102. Run completed without safety incidents.
RUN-544280,2024-01-09,Line-C,Widget-Beta,Afternoon,Op-104,1381,1056,44,73.3,24,tooling change,"Afternoon shift run on Line-C. Widget-Beta batch RUN-544280. Achieved 73.3% OEE against 1381 unit target. 1056 units produced, 44 scrapped. Key downtime event: tooling change (24 min). Shift supervisor signed off."
RUN-955793,2023-08-13,Line-B,Gear-M5,Night,Op-105,1409,956,44,64.7,58,planned break,"Night shift run on Line-B. Gear-M5 batch RUN-955793. Achieved 64.7% OEE against 1409 unit target. 956 units produced, 44 scrapped. Key downtime event: planned break (58 min). Shift supervisor signed off."
